NIVEL,CLAVE DE LA ESCUELA,TURNO,ALUMNOS PROGRAMADOS PRUEBA,PORCENTAJE DE EVALUADOS LENGUAJE Y COMUNICACION,PORCENTAJE DE EVALUADOS MATEMATICAS,LA PRUEBA ES REPRESENTATIVA LEGUAJE Y COMUNICACION,LA PRUEBA ES REPRESENTATIVA  MATEMATICAS,INFORMACION POCO CONFIABLE LENGUAJE Y COMUNICACIÓN,INFORMACION POCO CONFIABLE MATEMATICAS,NIVEL I LENGUAJE Y COMUNICACION (%),NIVEL II LENGUAJE Y COMUNICACION (%),NIVEL III LENGUAJE Y COMUNICACION (%),NIVEL IV LENGUAJE Y COMUNICACION (%),NIVEL PREDOMINANTE LENGUAJE Y COMUNICACION ,NIVEL I MATEMATICAS (%),NIVEL II MATEMATICAS (%),NIVEL III MATEMATICAS (%),NIVEL IV MATEMATICAS (%),NIVEL PREDOMINANTE MATEMATICAS
PRIMARIA,14EPR1130Z,MATUTINO,35,97.1,97.1,SI,SI,NO,NO,50,29.4,17.6,2.9, I ,50,23.5,14.7,11.8,I
PRIMARIA,14EPR1133W,VESPERTINO,70,97.1,92.9,SI,SI,NO,NO,66.2,19.1,14.7,, I ,73.8,13.8,4.6,7.7,I
PRIMARIA,14EPR1134V,COMPLETO,14,92.9,92.9,SI,SI,SI,NO,69.2,30.8,,, I ,92.3,7.7,,,I
PRIMARIA,14EPR1135U,MATUTINO,70,98.6,95.7,SI,SI,NO,NO,69.6,23.2,4.3,2.9, I ,77.6,13.4,6,3,I
PRIMARIA,14EPR1136T,COMPLETO,7,71.4,71.4,SI,SI,NO,NO,40,20,40,, I ,60,20,20,,I
PRIMARIA,14EPR1137S,VESPERTINO,70,100,100,SI,SI,NO,NO,37.1,35.7,22.9,4.3, I ,57.1,24.3,12.9,5.7,I
PRIMARIA,14EPR1138R,VESPERTINO,29,93.1,86.2,SI,SI,NO,SI,81.5,11.1,3.7,3.7, I ,64,28,,8,I
PRIMARIA,14EPR1139Q,MATUTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,100,,,,I
PRIMARIA,14EPR1140F,VESPERTINO,35,100,100,SI,SI,NO,NO,68.6,17.1,11.4,2.9, I ,68.6,25.7,5.7,,I
PRIMARIA,14EPR1141E,VESPERTINO,21,61.9,61.9,NO,NO,NO,NO,92.3,7.7,,, I ,,,15.4,84.6,IV
PRIMARIA,14EPR1144B,MATUTINO,70,100,100,SI,SI,NO,NO,38.6,37.1,15.7,8.6, I ,52.9,25.7,20,1.4,I
PRIMARIA,14EPR1146Z,COMPLETO,33,100,93.9,SI,SI,NO,NO,45.5,21.2,33.3,, I ,51.6,19.4,19.4,9.7,I
PRIMARIA,14EPR1147Z,MATUTINO,5,80,80,SI,SI,NO,NO,100,,,, I ,50,50,,,I
PRIMARIA,14EPR1148Y,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,50,50,,,I
PRIMARIA,14EPR1149X,VESPERTINO,70,91.4,91.4,SI,SI,NO,NO,48.4,34.4,17.2,, I ,65.6,12.5,18.8,3.1,I
PRIMARIA,14EPR1150M,VESPERTINO,35,97.1,94.3,SI,SI,NO,NO,58.8,23.5,14.7,2.9, I ,66.7,9.1,18.2,6.1,I
PRIMARIA,14EPR1153J,VESPERTINO,30,93.3,90,SI,SI,NO,NO,71.4,21.4,7.1,, I ,70.4,14.8,7.4,7.4,I
PRIMARIA,14EPR1159D,VESPERTINO,10,80,80,SI,SI,NO,NO,50,37.5,12.5,, I ,50,25,25,,I
PRIMARIA,14EPR1162R,MATUTINO,30,93.3,96.7,SI,SI,NO,NO,71.4,25,3.6,, I ,86.2,6.9,6.9,,I
PRIMARIA,14EPR1163Q,VESPERTINO,14,85.7,85.7,SI,SI,NO,NO,41.7,25,25,8.3, I ,50,16.7,8.3,25,I
PRIMARIA,14EPR1170Z,NOCTURNO,6,50,33.3,NO,NO,NO,NO,66.7,33.3,,, I ,100,,,,I
PRIMARIA,14EPR1172Y,MATUTINO,70,98.6,100,SI,SI,NO,NO,44.9,33.3,18.8,2.9, I ,50,31.4,14.3,4.3,I
PRIMARIA,14EPR1175V,NOCTURNO,5,20,20,NO,NO,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14EPR1176U,VESPERTINO,29,86.2,86.2,SI,SI,NO,NO,48,44,,8, I ,84,16,,,I
PRIMARIA,14EPR1178S,VESPERTINO,19,94.7,89.5,SI,SI,NO,SI,55.6,27.8,16.7,, I ,58.8,29.4,5.9,5.9,I
PRIMARIA,14EPR1180G,VESPERTINO,31,74.2,87.1,SI,SI,SI,SI,87,13,,, I ,74.1,11.1,14.8,,I
PRIMARIA,14EPR1181F,VESPERTINO,22,90.9,90.9,SI,SI,SI,SI,45,40,15,, I ,50,35,10,5,I
PRIMARIA,14EPR1182E,COMPLETO,26,76.9,80.8,SI,SI,NO,NO,70,25,5,, I ,71.4,23.8,4.8,,I
PRIMARIA,14EPR1184C,MATUTINO,70,95.7,95.7,SI,SI,NO,NO,37.3,29.9,23.9,9, I ,44.8,19.4,23.9,11.9,I
PRIMARIA,14EPR1186A,VESPERTINO,70,85.7,84.3,SI,SI,NO,NO,43.3,33.3,21.7,1.7, I ,64.4,20.3,6.8,8.5,I
PRIMARIA,14EPR1187Z,VESPERTINO,24,83.3,83.3,SI,SI,SI,SI,85,5,10,, I ,90,5,5,,I
PRIMARIA,14EPR1189Y,MATUTINO,29,93.1,86.2,SI,SI,NO,NO,37,37,25.9,, I ,60,16,16,8,I
PRIMARIA,14EPR1190N,MATUTINO,70,100,100,SI,SI,NO,NO,42.9,38.6,15.7,2.9, I ,75.7,8.6,12.9,2.9,I
PRIMARIA,14EPR1191M,MATUTINO,35,100,100,SI,SI,NO,NO,60,31.4,8.6,, I ,54.3,22.9,11.4,11.4,I
PRIMARIA,14EPR1192L,COMPLETO,35,100,100,SI,SI,NO,NO,60,31.4,8.6,, I ,65.7,17.1,17.1,,I
PRIMARIA,14EPR1193K,VESPERTINO,24,91.7,87.5,SI,SI,NO,NO,50,40.9,9.1,, I ,81,14.3,4.8,,I
PRIMARIA,14EPR1195I,VESPERTINO,35,88.6,94.3,SI,SI,NO,NO,48.4,38.7,12.9,, I ,69.7,15.2,15.2,,I
PRIMARIA,14EPR1197G,VESPERTINO,33,97,93.9,SI,SI,NO,NO,56.3,34.4,9.4,, I ,64.5,22.6,12.9,,I
PRIMARIA,14EPR1198F,MATUTINO,35,88.6,91.4,SI,SI,NO,NO,51.6,45.2,,3.2, I ,71.9,12.5,12.5,3.1,I
PRIMARIA,14EPR1199E,VESPERTINO,23,78.3,65.2,SI,NO,NO,NO,50,22.2,27.8,, I ,80,13.3,,6.7,I
PRIMARIA,14EPR1201C,MATUTINO,29,93.1,93.1,SI,SI,NO,NO,33.3,18.5,29.6,18.5, I ,48.1,22.2,18.5,11.1,I
PRIMARIA,14EPR1202B,MATUTINO,24,100,100,SI,SI,NO,NO,62.5,33.3,,4.2, I ,79.2,4.2,8.3,8.3,I
PRIMARIA,14EPR1203A,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,50,,50,,I
PRIMARIA,14EPR1208W,MATUTINO,35,100,100,SI,SI,NO,NO,45.7,34.3,17.1,2.9, I ,60,20,11.4,8.6,I
PRIMARIA,14EPR1209V,VESPERTINO,26,84.6,88.5,SI,SI,NO,NO,45.5,45.5,4.5,4.5, I ,73.9,13,4.3,8.7,I
PRIMARIA,14EPR1210K,VESPERTINO,18,88.9,88.9,SI,SI,SI,NO,56.3,25,12.5,6.3, I ,50,18.8,25,6.3,I
PRIMARIA,14EPR1211J,VESPERTINO,70,100,100,SI,SI,NO,NO,45.7,44.3,8.6,1.4, I ,55.7,20,15.7,8.6,I
PRIMARIA,14EPR1212I,VESPERTINO,70,88.6,88.6,SI,SI,NO,NO,67.7,24.2,8.1,, I ,69.4,21,9.7,,I
PRIMARIA,14EPR1214G,MATUTINO,35,100,100,SI,SI,NO,NO,54.3,45.7,,, I ,77.1,17.1,5.7,,I
PRIMARIA,14EPR1218C,MATUTINO,70,100,98.6,SI,SI,NO,NO,47.1,41.4,10,1.4, I ,69.6,18.8,8.7,2.9,I
PRIMARIA,14EPR1219B,MATUTINO,35,100,100,SI,SI,NO,NO,51.4,34.3,8.6,5.7, I ,60,31.4,5.7,2.9,I
PRIMARIA,14EPR1220R,VESPERTINO,70,94.3,95.7,SI,SI,NO,NO,47,40.9,12.1,, I ,65.7,16.4,14.9,3,I
PRIMARIA,14EPR1221Q,MATUTINO,70,100,100,SI,SI,NO,NO,48.6,44.3,7.1,, I ,67.1,17.1,12.9,2.9,I
PRIMARIA,14EPR1223O,VESPERTINO,12,66.7,66.7,SI,SI,NO,NO,62.5,37.5,,, I ,50,37.5,12.5,,I
PRIMARIA,14EPR1224N,MATUTINO,70,100,98.6,SI,SI,NO,NO,44.3,35.7,18.6,1.4, I ,60.9,20.3,11.6,7.2,I
PRIMARIA,14EPR1225M,VESPERTINO,26,88.5,88.5,SI,SI,NO,NO,56.5,30.4,8.7,4.3, I ,82.6,,13,4.3,I
PRIMARIA,14EPR1227K,VESPERTINO,22,86.4,81.8,SI,SI,NO,NO,73.7,26.3,,, I ,77.8,16.7,5.6,,I
PRIMARIA,14EPR1229I,MATUTINO,32,87.5,90.6,SI,SI,NO,NO,42.9,42.9,10.7,3.6, I ,62.1,20.7,13.8,3.4,I
PRIMARIA,14EPR1230Y,VESPERTINO,19,100,94.7,SI,SI,NO,NO,68.4,31.6,,, I ,66.7,16.7,11.1,5.6,I
PRIMARIA,14EPR1231X,VESPERTINO,11,72.7,81.8,SI,SI,NO,NO,62.5,37.5,,, I ,66.7,22.2,11.1,,I
PRIMARIA,14EPR1234U,NOCTURNO,14,92.9,85.7,SI,SI,NO,NO,92.3,7.7,,, I ,100,,,,I
PRIMARIA,14EPR1238Q,VESPERTINO,70,100,100,SI,SI,NO,NO,67.1,28.6,4.3,, I ,74.3,12.9,12.9,,I
PRIMARIA,14EPR1239P,MATUTINO,70,97.1,100,SI,SI,NO,NO,42.6,41.2,14.7,1.5, I ,64.3,18.6,12.9,4.3,I
PRIMARIA,14EPR1240E,VESPERTINO,35,100,100,SI,SI,NO,NO,68.6,20,11.4,, I ,62.9,20,5.7,11.4,I
PRIMARIA,14EPR1241D,VESPERTINO,35,100,100,SI,SI,NO,NO,45.7,40,11.4,2.9, I ,42.9,34.3,17.1,5.7,I
PRIMARIA,14EPR1242C,MATUTINO,70,98.6,92.9,SI,SI,NO,NO,59.4,29,11.6,, I ,73.8,16.9,6.2,3.1,I
PRIMARIA,14EPR1243B,MATUTINO,35,94.3,94.3,SI,SI,NO,NO,63.6,30.3,6.1,, I ,69.7,24.2,6.1,,I
PRIMARIA,14EPR1244A,MATUTINO,19,89.5,94.7,SI,SI,NO,NO,70.6,23.5,5.9,, I ,61.1,22.2,16.7,,I
PRIMARIA,14EPR1245Z,VESPERTINO,70,98.6,98.6,SI,SI,NO,NO,62.3,29,8.7,, I ,63.8,21.7,10.1,4.3,I
PRIMARIA,14EPR1246Z,VESPERTINO,19,73.7,78.9,SI,SI,NO,NO,42.9,21.4,28.6,7.1, I ,40,13.3,40,6.7,I
PRIMARIA,14EPR1247Y,VESPERTINO,35,100,100,SI,SI,NO,NO,54.3,28.6,14.3,2.9, I ,57.1,14.3,22.9,5.7,I
PRIMARIA,14EPR1248X,MATUTINO,70,95.7,100,SI,SI,NO,NO,52.2,37.3,10.4,, I ,74.3,10,10,5.7,I
PRIMARIA,14EPR1249W,MATUTINO,70,100,100,SI,SI,NO,NO,32.9,30,27.1,10, I ,34.3,28.6,24.3,12.9,I
PRIMARIA,14EPR1250L,VESPERTINO,70,92.9,92.9,SI,SI,NO,NO,46.2,40,13.8,, I ,63.1,23.1,12.3,1.5,I
PRIMARIA,14EPR1251K,MATUTINO,35,91.4,82.9,SI,SI,NO,NO,53.1,34.4,9.4,3.1, I ,69,13.8,13.8,3.4,I
PRIMARIA,14EPR1252J,VESPERTINO,13,61.5,69.2,SI,SI,NO,NO,100,,,, I ,,33.3,66.7,,III
PRIMARIA,14EPR1253I,MATUTINO,33,93.9,97,SI,SI,NO,SI,54.8,32.3,12.9,, I ,62.5,18.8,18.8,,I
PRIMARIA,14EPR1254H,MATUTINO,70,98.6,97.1,SI,SI,NO,NO,68.1,24.6,7.2,, I ,76.5,14.7,7.4,1.5,I
PRIMARIA,14EPR1255G,MATUTINO,70,97.1,98.6,SI,SI,NO,NO,52.9,39.7,4.4,2.9, I ,69.6,13,14.5,2.9,I
PRIMARIA,14EPR1256F,VESPERTINO,35,100,97.1,SI,SI,NO,NO,51.4,37.1,8.6,2.9, I ,52.9,14.7,20.6,11.8,I
PRIMARIA,14EPR1257E,MATUTINO,35,100,91.4,SI,SI,NO,NO,42.9,37.1,17.1,2.9, I ,53.1,25,15.6,6.3,I
PRIMARIA,14EPR1258D,VESPERTINO,25,96,96,SI,SI,NO,NO,54.2,33.3,8.3,4.2, I ,66.7,29.2,4.2,,I
PRIMARIA,14EPR1259C,VESPERTINO,70,97.1,98.6,SI,SI,NO,NO,61.8,27.9,7.4,2.9, I ,78.3,13,5.8,2.9,I
PRIMARIA,14EPR1260S,MATUTINO,35,94.3,94.3,SI,SI,NO,NO,51.5,36.4,6.1,6.1, I ,45.5,30.3,6.1,18.2,I
PRIMARIA,14EPR1261R,COMPLETO,20,100,100,SI,SI,NO,NO,55,30,15,, I ,70,10,10,10,I
PRIMARIA,14EPR1262Q,VESPERTINO,70,100,100,SI,SI,NO,NO,55.7,35.7,7.1,1.4, I ,60,24.3,12.9,2.9,I
PRIMARIA,14EPR1263P,MATUTINO,8,87.5,87.5,SI,SI,NO,NO,85.7,,14.3,, I ,100,,,,I
PRIMARIA,14EPR1267L,MATUTINO,28,92.9,92.9,SI,SI,NO,NO,65.4,19.2,15.4,, I ,73.1,11.5,11.5,3.8,I
PRIMARIA,14EPR1268K,VESPERTINO,35,100,97.1,SI,SI,NO,NO,48.6,42.9,8.6,, I ,76.5,23.5,,,I
PRIMARIA,14EPR1269J,MATUTINO,35,97.1,100,SI,SI,NO,NO,79.4,11.8,5.9,2.9, I ,71.4,22.9,5.7,,I
PRIMARIA,14EPR1270Z,VESPERTINO,35,91.4,94.3,SI,SI,NO,SI,75,21.9,3.1,, I ,81.8,18.2,,,I
PRIMARIA,14EPR1271Y,VESPERTINO,70,91.4,94.3,SI,SI,NO,NO,64.1,28.1,6.3,1.6, I ,68.2,22.7,7.6,1.5,I
PRIMARIA,14EPR1272X,VESPERTINO,26,92.3,92.3,SI,SI,NO,NO,58.3,20.8,16.7,4.2, I ,66.7,16.7,4.2,12.5,I
PRIMARIA,14EPR1273W,VESPERTINO,35,100,100,SI,SI,SI,SI,77.1,20,2.9,, I ,82.9,8.6,5.7,2.9,I
PRIMARIA,14EPR1274V,VESPERTINO,29,89.7,86.2,SI,SI,NO,NO,76.9,19.2,3.8,, I ,76,12,12,,I
PRIMARIA,14EPR1275U,VESPERTINO,35,100,100,SI,SI,NO,NO,54.3,22.9,14.3,8.6, I ,65.7,17.1,8.6,8.6,I
PRIMARIA,14EPR1276T,MATUTINO,21,100,100,SI,SI,NO,NO,71.4,28.6,,, I ,85.7,9.5,4.8,,I
PRIMARIA,14EPR1277S,NOCTURNO,11,36.4,36.4,NO,NO,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14EPR1283C,MATUTINO,70,92.9,94.3,SI,SI,NO,NO,60,26.2,10.8,3.1, I ,65.2,18.2,10.6,6.1,I
PRIMARIA,14EPR1288Y,MATUTINO,70,100,98.6,SI,SI,NO,NO,42.9,42.9,11.4,2.9, I ,72.5,15.9,10.1,1.4,I
PRIMARIA,14EPR1290M,MATUTINO,35,100,100,SI,SI,NO,NO,37.1,37.1,17.1,8.6, I ,60,20,17.1,2.9,I
PRIMARIA,14EPR1291L,VESPERTINO,24,87.5,87.5,SI,SI,NO,NO,38.1,38.1,19,4.8, I ,28.6,33.3,28.6,9.5,II
PRIMARIA,14EPR1292K,MATUTINO,3,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,100,,,,I
PRIMARIA,14EPR1294I,VESPERTINO,35,100,100,SI,SI,NO,SI,71.4,22.9,5.7,, I ,91.4,2.9,5.7,,I
PRIMARIA,14EPR1296G,VESPERTINO,17,88.2,88.2,SI,SI,NO,NO,53.3,33.3,6.7,6.7, I ,73.3,20,6.7,,I
PRIMARIA,14EPR1297F,VESPERTINO,70,78.6,84.3,SI,SI,NO,NO,54.5,30.9,10.9,3.6, I ,74.6,15.3,6.8,3.4,I
PRIMARIA,14EPR1298E,VESPERTINO,35,100,100,SI,SI,NO,SI,37.1,37.1,25.7,, I ,60,8.6,20,11.4,I
PRIMARIA,14EPR1300C,VESPERTINO,35,100,100,SI,SI,NO,NO,54.3,37.1,8.6,, I ,91.4,8.6,,,I
PRIMARIA,14EPR1301B,MATUTINO,35,94.3,91.4,SI,SI,NO,NO,63.6,27.3,9.1,, I ,65.6,18.8,12.5,3.1,I
PRIMARIA,14EPR1304Z,VESPERTINO,23,87,95.7,SI,SI,NO,NO,40,40,15,5, I ,81.8,4.5,9.1,4.5,I
PRIMARIA,14EPR1306X,MATUTINO,35,88.6,85.7,SI,SI,NO,NO,51.6,41.9,3.2,3.2, I ,56.7,23.3,10,10,I
PRIMARIA,14EPR1308V,MATUTINO,35,100,100,SI,SI,NO,NO,51.4,37.1,11.4,, I ,74.3,14.3,5.7,5.7,I
PRIMARIA,14EPR1310J,VESPERTINO,2,50,100,NO,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14EPR1311I,VESPERTINO,16,93.8,93.8,SI,SI,SI,NO,86.7,6.7,6.7,, I ,46.7,33.3,20,,I
PRIMARIA,14EPR1312H,VESPERTINO,22,68.2,77.3,SI,SI,NO,NO,80,20,,, I ,94.1,5.9,,,I
PRIMARIA,14EPR1313G,VESPERTINO,35,94.3,100,SI,SI,NO,NO,57.6,33.3,9.1,, I ,68.6,14.3,11.4,5.7,I
PRIMARIA,14EPR1314F,VESPERTINO,8,100,100,SI,SI,NO,NO,75,25,,, I ,62.5,37.5,,,I
PRIMARIA,14EPR1320Q,VESPERTINO,23,95.7,95.7,SI,SI,NO,NO,40.9,31.8,18.2,9.1, I ,45.5,27.3,13.6,13.6,I
PRIMARIA,14EPR1322O,VESPERTINO,22,90.9,95.5,SI,SI,NO,NO,75,20,5,, I ,81,14.3,4.8,,I
PRIMARIA,14EPR1323N,VESPERTINO,27,92.6,92.6,SI,SI,NO,SI,52,40,8,, I ,48,16,20,16,I
PRIMARIA,14EPR1324M,VESPERTINO,6,100,100,SI,SI,NO,NO,50,50,,, I ,83.3,16.7,,,I
PRIMARIA,14EPR1327J,VESPERTINO,35,100,91.4,SI,SI,NO,NO,71.4,20,5.7,2.9, I ,59.4,18.8,12.5,9.4,I
PRIMARIA,14EPR1328I,VESPERTINO,21,76.2,85.7,SI,SI,NO,NO,50,37.5,12.5,, I ,22.2,27.8,38.9,11.1,III
PRIMARIA,14EPR1329H,VESPERTINO,31,100,100,SI,SI,NO,NO,83.9,6.5,9.7,, I ,87.1,6.5,6.5,,I
PRIMARIA,14EPR1330X,MATUTINO,35,100,100,SI,SI,NO,NO,60,28.6,8.6,2.9, I ,51.4,28.6,8.6,11.4,I
PRIMARIA,14EPR1334T,MATUTINO,35,88.6,91.4,SI,SI,NO,NO,45.2,35.5,16.1,3.2, I ,81.3,,15.6,3.1,I
PRIMARIA,14EPR1336R,VESPERTINO,24,91.7,91.7,SI,SI,NO,SI,68.2,18.2,9.1,4.5, I ,72.7,13.6,9.1,4.5,I
PRIMARIA,14EPR1339O,MATUTINO,35,100,100,SI,SI,NO,NO,40,34.3,20,5.7, I ,65.7,25.7,2.9,5.7,I
PRIMARIA,14EPR1341C,MATUTINO,70,100,100,SI,SI,NO,NO,51.4,40,4.3,4.3, I ,68.6,18.6,8.6,4.3,I
PRIMARIA,14EPR1344Z,VESPERTINO,35,100,97.1,SI,SI,SI,SI,45.7,42.9,11.4,, I ,64.7,23.5,8.8,2.9,I
PRIMARIA,14EPR1345Z,MATUTINO,70,97.1,95.7,SI,SI,NO,NO,51.5,38.2,10.3,, I ,68.7,25.4,3,3,I
PRIMARIA,14EPR1346Y,NOCTURNO,7,57.1,57.1,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14EPR1347X,VESPERTINO,70,100,100,SI,SI,NO,SI,75.7,22.9,1.4,, I ,71.4,20,7.1,1.4,I
PRIMARIA,14EPR1348W,MATUTINO,35,100,97.1,SI,SI,NO,NO,45.7,34.3,17.1,2.9, I ,50,26.5,8.8,14.7,I
PRIMARIA,14EPR1349V,VESPERTINO,35,100,100,SI,SI,NO,NO,37.1,31.4,22.9,8.6, I ,37.1,31.4,20,11.4,I
PRIMARIA,14EPR1350K,MATUTINO,35,91.4,91.4,SI,SI,NO,NO,68.8,21.9,9.4,, I ,84.4,9.4,6.3,,I
PRIMARIA,14EPR1353H,VESPERTINO,28,78.6,82.1,SI,SI,NO,NO,59.1,18.2,22.7,, I ,69.6,17.4,8.7,4.3,I
PRIMARIA,14EPR1355F,MATUTINO,35,94.3,100,SI,SI,NO,NO,36.4,30.3,33.3,, I ,45.7,31.4,11.4,11.4,I
PRIMARIA,14EPR1356E,VESPERTINO,28,71.4,82.1,SI,SI,NO,NO,65,35,,, I ,73.9,17.4,4.3,4.3,I
PRIMARIA,14EPR1357D,MATUTINO,18,83.3,83.3,SI,SI,NO,NO,86.7,6.7,6.7,, I ,66.7,13.3,13.3,6.7,I
PRIMARIA,14EPR1358C,MATUTINO,70,92.9,94.3,SI,SI,NO,NO,56.9,35.4,7.7,, I ,75.8,18.2,4.5,1.5,I
PRIMARIA,14EPR1359B,VESPERTINO,20,85,90,SI,SI,SI,SI,52.9,17.6,29.4,, I ,66.7,27.8,5.6,,I
PRIMARIA,14EPR1360R,VESPERTINO,2,100,100,SI,SI,NO,NO,50,,50,, I ,,50,50,,II
PRIMARIA,14EPR1361Q,VESPERTINO,15,73.3,80,SI,SI,NO,NO,36.4,27.3,36.4,, I ,58.3,33.3,8.3,,I
PRIMARIA,14EPR1362P,MATUTINO,35,100,100,SI,SI,NO,NO,60,31.4,8.6,, I ,71.4,20,5.7,2.9,I
PRIMARIA,14EPR1363O,VESPERTINO,29,89.7,100,SI,SI,NO,NO,50,38.5,11.5,, I ,69,10.3,13.8,6.9,I
PRIMARIA,14EPR1365M,VESPERTINO,31,87.1,96.8,SI,SI,SI,SI,66.7,18.5,7.4,7.4, I ,60,16.7,16.7,6.7,I
PRIMARIA,14EPR1366L,COMPLETO,20,95,95,SI,SI,SI,NO,63.2,31.6,5.3,, I ,78.9,15.8,5.3,,I
PRIMARIA,14EPR1368J,VESPERTINO,21,95.2,85.7,SI,SI,SI,NO,45,45,10,, I ,61.1,27.8,11.1,,I
PRIMARIA,14EPR1370Y,VESPERTINO,32,75,68.8,SI,SI,SI,NO,62.5,33.3,4.2,, I ,90.9,9.1,,,I
PRIMARIA,14EPR1385Z,VESPERTINO,3,100,100,SI,SI,NO,NO,66.7,,33.3,, I ,33.3,33.3,33.3,,I
PRIMARIA,14EPR1386Z,MATUTINO,70,97.1,92.9,SI,SI,NO,NO,42.6,39.7,11.8,5.9, I ,64.6,20,13.8,1.5,I
PRIMARIA,14EPR1388X,MATUTINO,35,82.9,85.7,SI,SI,NO,NO,48.3,31,17.2,3.4, I ,73.3,10,13.3,3.3,I
PRIMARIA,14EPR1389W,VESPERTINO,22,81.8,86.4,SI,SI,SI,NO,50,33.3,16.7,, I ,57.9,21.1,21.1,,I
PRIMARIA,14EPR1390L,VESPERTINO,35,100,91.4,SI,SI,NO,NO,60,31.4,8.6,, I ,75,12.5,12.5,,I
PRIMARIA,14EPR1393I,VESPERTINO,33,87.9,78.8,SI,SI,NO,NO,55.2,31,13.8,, I ,65.4,23.1,3.8,7.7,I
PRIMARIA,14EPR1394H,VESPERTINO,35,100,100,SI,SI,NO,NO,62.9,31.4,5.7,, I ,71.4,14.3,14.3,,I
PRIMARIA,14EPR1397E,MATUTINO,70,97.1,100,SI,SI,NO,NO,50,30.9,17.6,1.5, I ,70,11.4,11.4,7.1,I
PRIMARIA,14EPR1399C,VESPERTINO,22,95.5,95.5,SI,SI,NO,SI,71.4,23.8,4.8,, I ,28.6,42.9,14.3,14.3,II
PRIMARIA,14EPR1400B,VESPERTINO,22,90.9,90.9,SI,SI,NO,NO,70,25,5,, I ,65,25,10,,I
PRIMARIA,14EPR1401A,VESPERTINO,26,84.6,65.4,SI,SI,NO,SI,86.4,9.1,4.5,, I ,70.6,17.6,11.8,,I
PRIMARIA,14EPR1404Y,MATUTINO,70,100,100,SI,SI,NO,NO,58.6,37.1,4.3,, I ,75.7,20,4.3,,I
PRIMARIA,14EPR1406W,COMPLETO,31,100,100,SI,SI,NO,NO,41.9,38.7,19.4,, I ,58.1,9.7,16.1,16.1,I
PRIMARIA,14EPR1408U,MATUTINO,35,100,100,SI,SI,NO,SI,45.7,37.1,17.1,, I ,77.1,11.4,8.6,2.9,I
PRIMARIA,14EPR1410I,VESPERTINO,70,98.6,95.7,SI,SI,NO,NO,47.8,34.8,15.9,1.4, I ,65.7,20.9,4.5,9,I
PRIMARIA,14EPR1411H,VESPERTINO,33,87.9,87.9,SI,SI,NO,NO,51.7,27.6,20.7,, I ,72.4,10.3,13.8,3.4,I
PRIMARIA,14EPR1412G,VESPERTINO,22,81.8,86.4,SI,SI,NO,NO,61.1,16.7,22.2,, I ,73.7,15.8,10.5,,I
PRIMARIA,14EPR1413F,VESPERTINO,32,87.5,87.5,SI,SI,NO,NO,50,35.7,14.3,, I ,57.1,14.3,7.1,21.4,I
PRIMARIA,14EPR1414E,VESPERTINO,29,79.3,82.8,SI,SI,NO,NO,52.2,30.4,8.7,8.7, I ,70.8,20.8,8.3,,I
PRIMARIA,14EPR1415D,MATUTINO,35,97.1,100,SI,SI,NO,NO,52.9,32.4,11.8,2.9, I ,60,20,14.3,5.7,I
PRIMARIA,14EPR1416C,VESPERTINO,29,65.5,79.3,SI,SI,SI,NO,52.6,36.8,10.5,, I ,65.2,17.4,8.7,8.7,I
PRIMARIA,14EPR1418A,VESPERTINO,35,97.1,97.1,SI,SI,NO,NO,50,26.5,20.6,2.9, I ,67.6,14.7,17.6,,I
PRIMARIA,14EPR1419Z,COMPLETO,31,87.1,87.1,SI,SI,NO,NO,48.1,25.9,14.8,11.1, I ,37,14.8,18.5,29.6,I
PRIMARIA,14EPR1421O,VESPERTINO,35,91.4,100,SI,SI,NO,SI,43.8,40.6,12.5,3.1, I ,51.4,11.4,14.3,22.9,I
PRIMARIA,14EPR1422N,MATUTINO,35,100,100,SI,SI,NO,NO,48.6,25.7,20,5.7, I ,65.7,20,14.3,,I
PRIMARIA,14EPR1423M,MATUTINO,35,100,97.1,SI,SI,NO,NO,60,31.4,8.6,, I ,64.7,14.7,11.8,8.8,I
PRIMARIA,14EPR1426J,MATUTINO,70,81.4,85.7,SI,SI,NO,NO,42.1,40.4,15.8,1.8, I ,80,13.3,6.7,,I
PRIMARIA,14EPR1427I,VESPERTINO,9,66.7,66.7,SI,SI,NO,NO,50,16.7,33.3,, I ,50,50,,,I
PRIMARIA,14EPR1428H,VESPERTINO,11,100,90.9,SI,SI,NO,NO,45.5,45.5,9.1,, I ,80,10,10,,I
PRIMARIA,14EPR1429G,VESPERTINO,25,92,96,SI,SI,SI,NO,52.2,26.1,21.7,, I ,,,8.3,91.7,IV
PRIMARIA,14EPR1434S,COMPLETO,18,100,100,SI,SI,NO,NO,33.3,27.8,27.8,11.1, I ,33.3,22.2,16.7,27.8,I
